CIRCLE
posix_time: time in seconds since the 1970 epoch.
x_mocap: x position in m from the ASTA mocap frame.
y_mocap: y position in m from the ASTA mocap frame.
z_mocap: z position in m from the ASTA mocap frame.
qx_mocap: quaternion i component from the ASTA mocap frame.
qy_mocap: quaternion j component from the ASTA mocap frame.
qz_mocap: quaternion k component from the ASTA mocap frame.
qw_mocap: quaternion scalar component from the ASTA mocap frame.
ax: x dir body-fixed acceleration in m/s/s measured by IMU.
ay: y dir body-fixed acceleration in m/s/s measured by IMU.
az: z dir body-fixed acceleration in m/s/s measured by IMU.
wx: angular velocity in rad/s around body-fixed x axis measured by IMU.
wy: angular velocity in rad/s around body-fixed y axis measured by IMU.
wz: angular velocity in rad/s around body-fixed z axis measured by IMU.
ax_c: x dir gravity compensated acceleration in m/s/s measured by IMU.
ay_c: y dir gravity compensated acceleration in m/s/s measured by IMU.
az_c: z dir gravity compensated acceleration in m/s/s measured by IMU.
qx: quaternion i component from the NED frame to body fixed frame measured by IMU.
qy: quaternion j component from the NED frame to body fixed frame measured by IMU.
qz: quaternion k component from the NED frame to body fixed frame measured by IMU.
qw: quaternion scalar component from the NED frame to body fixed frame measured by IMU.
pwm0: Motor pulse width modulation for motor0 in microseconds.
pwm1: Motor pulse width modulation for motor1 in microseconds.
pwm2: Motor pulse width modulation for motor2 in microseconds.
pwm3: Motor pulse width modulation for motor3 in microseconds.
pwm4: Motor pulse width modulation for motor4 in microseconds.
pwm5: Motor pulse width modulation for motor5 in microseconds.
N0: Motor thrust in N for motor0.
N1: Motor thrust in N for motor1.
N2: Motor thrust in N for motor2.
N3: Motor thrust in N for motor3.
N4: Motor thrust in N for motor4.
N5: Motor thrust in N for motor5.
Fx: Body fixed surge force (N).
Fy: Body fixed sway force (N).
Fz: Body fixed heart force (N).
Mx: Body fixed roll moment (Nm).
My: Body fixed pitch moment (Nm).
Mz: Body fixed yaw moment (Nm).
posix,x_mocap,y_mocap,z_mocap,qx_mocap,qy_mocap,qz_mocap,qw_mocap,ax,ay,az,wx,wy,wz,ax_c,ay_c,az_c,qx,qy,qz,qw,pwm0,pwm1,pwm2,pwm3,pwm4,pwm5,N0,N1,N2,N3,N4,N5,Fx,Fy,Fz,Mx,My,Mz
1645468339.406786,2.080230261890832,-0.8854512747345474,0.01034105111813373,0.01473016752019826,0.021440184450656482,-0.9211095594381876,0.38843341793303104,-0.4012840851569671,0.38167078515696834,9.893332720313934,-0.010792710029837874,0.0016615972978583503,0.20125844680444452,-0.360076507777173,0.38332297485419625,0.0867697819433381,0.0011819511936346657,0.0017393777003139597,-0.5948093874647536,-0.803864024658646,1557.0,1481.0,1472.0,1473.8469167893038,1444.0,1512.576541605348,3.1196158756501973,-0.8106878900944139,-1.234827073119959,-1.147600519620224,-2.596059387342393,0.6990279599861317,2.3089279855557834,-0.6990279599861317,-4.978486980082576,-0.1122988393451035,-0.03738556405538677,0.4869363310599369
1645468339.5067859,2.0587632805534777,-0.8944583996278899,0.008768547666924299,0.015692582251034096,0.020211964041735475,-0.914254497845601,0.40433146370392464,-0.3830147661051955,0.36340146610519664,9.856794082210392,-0.003762268381963486,0.005170988960341856,0.1998626017241668,-0.3485436663927656,0.3724437782302317,0.05021185193656995,0.0006914145227462221,0.0016832085335904794,-0.602848919405849,-0.7978532879710345,1557.0,1481.0,1472.3662816746164,1475.0,1443.6337183253836,1512.0,3.1196158756501973,-0.8106878900944139,-1.2175174756579956,-1.0931825232546544,-2.614620585196832,0.6705404961030581,2.3089279855557834,-0.6705404961030581,-4.925320584109482,-0.10304606729165093,-0.05318610259973183,0.4855119578657832
1645468339.6067858,2.051687338364126,-0.8979879681228617,0.008109540294740812,0.015919351966711726,0.019884594249003337,-0.9120675691256763,0.4092480012091592,-0.3585579662316147,0.36361045032629014,9.814927849347422,-0.0006704537255700382,0.006833651698021055,0.1986685095260338,-0.32968582479998565,0.37913632398767555,0.008333406595844268,0.000272533601981327,0.0016502090857003426,-0.6108813480915357,-0.791720393250848,1557.1984697896855,1481.1984697896855,1473.0,1475.0,1443.1984697896855,1512.0,3.1317858790215296,-0.8013522755892297,-1.187569460573286,-1.0931825232546544,-2.63667665501089,0.6705404961030581,2.3304336034323,-0.6705404961030581,-4.917428638838831,-0.10649008902639251,-0.06228681745701617,0.4858379125853902
1645468339.7067857,2.049523073128924,-0.8990283589362276,0.008047354732165786,0.016203242686184758,0.019656462898990795,-0.9114419394780767,0.41063934218873244,-0.34096553952292236,0.38434420988073176,9.80550294821096,-0.003214635764228423,0.006058430041637345,0.1988439164739071,-0.31518456800419337,0.4033662250324305,-0.0010946388328250158,5.167237245080167e-05,0.001632453930067554,-0.6189447038906685,-0.7854328653359399,1558.0,1482.0,1473.0,1475.0328957848792,1443.9671042151208,1512.0,3.1809350486619223,-0.7636499276923132,-1.187569460573286,-1.0916318385761863,-2.597726369924466,0.6705404961030581,2.417285120969609,-0.6705404961030581,-4.876927669073939,-0.1063117602883687,-0.05574188738562387,0.48715429708589003
1645468339.8067856,2.0229126100844526,-0.9139936339506445,0.0057507798729583,0.017854752976161063,0.019033745516416133,-0.90250194332548,0.4298943668176041,-0.37198726763358264,0.39093513526716633,9.919671773435079,-0.007124677600202729,0.0055769007722788816,0.20267304710267997,-0.3460100155551127,0.4076406311664585,0.11307047579872705,0.00016696764134821484,0.0015659602866784938,-0.6270239115524581,-0.7789984173486123,1558.0,1482.0,1473.0,1475.8680942746996,1443.1319057253004,1512.0,3.1809350486619223,-0.7636499276923132,-1.187569460573286,-1.0522611560889086,-2.6400497660745157,0.6705404961030581,2.417285120969609,-0.6705404961030581,-4.87988038273671,-0.10178413180233173,-0.07003835114715615,0.48715429708589003
1645468339.9067855,2.009339281577487,-0.921484773879192,0.004551725923340205,0.01879476987179329,0.018220905178723778,-0.8975837162716748,0.4400661626663246,-0.35562051120090565,0.3582016224018124,9.805104478406339,-0.005399676264093895,0.0134482082352476,0.20455246333037785,-0.33301989404302884,0.3789878253319587,-0.0014972145491819605,-8.683170117367877e-05,0.0015636192388093777,-0.6350799510204588,-0.7724448222151427,1557.3988637253333,1481.3988637253333,1473.0,1475.3988637253333,1443.6011362746667,1512.0,3.1440738694320136,-0.7919261531786224,-1.187569460573286,-1.0743803615204246,-2.6162716694081727,0.6705404961030581,2.3521477162533913,-0.6705404961030581,-4.8782214915018836,-0.10432784042695609,-0.062006323280030834,0.4861670274053761
1645468340.0067854,1.9958502606423454,-0.9293814000179869,0.003232601903016976,0.020476327664858286,0.018080206589930915,-0.8928895021305475,0.44944650751795806,-0.3705584217282036,0.3880774434564084,9.845433439094013,-0.005234463812545391,0.010238061039488542,0.20060707087588314,-0.3524380540702709,0.4095127636239679,0.038824146637767815,-0.0002439852350653318,0.0014110348641855493,-0.6429280516874294,-0.765925237738791,1557.3662259439395,1481.3662259439395,1472.6337740560605,1475.3662259439395,1444.3662259439395,1512.0,3.142072547668002,-0.7934613679127168,-1.2048764243365155,-1.0759188840920169,-2.577568671945021,0.6705404961030581,2.348611179755285,-0.6705404961030581,-4.858363980373553,-0.1025144696899178,-0.05193533861538547,0.4861134250969356
1645468340.1067853,1.981372886557485,-0.9384871435369985,0.0018888226530317323,0.022507548950284,0.01749228254583603,-0.8875418937193607,0.45984434016810344,-0.38245935,0.39778998575712254,9.87101388575712,-0.009152919764940213,0.00837446267332204,0.19626797767925325,-0.36407931946036887,0.41729456033244505,0.06440163405214677,-0.00014510600256220952,0.0013573539950856967,-0.6506201312041976,-0.7594021210177206,1558.1975016436554,1482.1975016436554,1472.0,1475.8024983563446,1445.1975016436554,1512.1975016436554,3.1931192250511535,-0.7543597135276178,-1.234827073119959,-1.0553533025732478,-2.5356332039875467,0.6802992383833952,2.4387595115235357,-0.6802992383833952,-4.825813579680753,-0.09841288310422236,-0.04295424495150946,0.4879750398557285
1645468340.2067852,1.9684373949540734,-0.9462353653787894,0.0008225978755490253,0.022723044980584944,0.016177379420480885,-0.8825542436988515,0.4693825332828699,-0.3844056406771597,0.37654528135432064,9.843930309322841,-0.013053368244993351,0.011095634186866817,0.19317910718241957,-0.3619682332820258,0.3915896285784826,0.037318018680363045,0.00017467486554148147,0.0013661402461148412,-0.6581577559732915,-0.7528787893158637,1559.0,1483.0,1472.0331413108672,1475.0,1446.0,1512.9668586891328,3.2426265675967443,-0.7166112601007626,-1.2332608938917096,-1.0931825232546544,-2.495259656174312,0.7183138948156799,2.5260153074959817,-0.7183138948156799,-4.821703073320676,-0.10959591896948265,-0.02954284182989094,0.4912280449259973
1645468340.306785,1.9576951137652656,-0.9534529727500416,-0.0004133868798259662,0.023490771858168426,0.015593581709749981,-0.8776008491729046,0.47856219384523646,-0.3926255148767359,0.39298502975347294,9.837508009506944,-0.0014066621339019524,0.013292275960891544,0.19123068680537866,-0.375045902916579,0.4039560541642322,0.030879906462050837,0.00017910981881128843,0.0010412574918727527,-0.6656039553608315,-0.7463044005702532,1559.0,1483.0,1472.8689073051562,1475.0,1446.0,1512.1310926948438,3.2426265675967443,-0.7166112601007626,-1.1937645883539083,-1.0931825232546544,-2.495259656174312,0.6770179096583901,2.5260153074959817,-0.6770179096583901,-4.782206767782875,-0.10691119670380406,-0.03645469529900614,0.48916324566813285
1645468340.406785,1.9487730877240927,-0.9613689670567452,-0.0014169800139161664,0.021791532350525906,0.015369359078532752,-0.8722301421435013,0.4883681921006516,-0.40079848640786536,0.4093309728157319,9.870199895631462,-0.00850577704826546,0.0034668414659681044,0.1917713886775133,-0.3843488659355273,0.4203175033834939,0.06356985668481209,0.00014969627271288737,0.0009974384910614842,-0.672728821855836,-0.739888447640549,1559.5977856098448,1483.5977856098448,1472.4022143901552,1475.5977856098448,1446.0,1512.0,3.2797300969407432,-0.6884887870854793,-1.2158193813093054,-1.0650033206728637,-2.495259656174312,0.6705404961030581,2.591241309855264,-0.6705404961030581,-4.776082358156481,-0.10000073984484438,-0.037526466983625,0.4898721964681685
1645468340.506785,1.9400881186812553,-0.9697253353646632,-0.002339708943321661,0.021778434969613607,0.01616512357733848,-0.866867758174031,0.49779983767407293,-0.3961705523274652,0.40007510465493146,9.828079768619721,-0.0031642967510119554,0.007787330003976734,0.19424154200118188,-0.3818647074246393,0.4103302329115774,0.021445714052427185,0.00011189418846619696,0.0008905940429803962,-0.679845080360688,-0.7333552079526748,1560.3616253073553,1484.3616253073553,1472.3616253073553,1476.3616253073553,1445.6383746926447,1512.0,3.3272781604459882,-0.6525504953692564,-1.2177375244578856,-1.029007086976,-2.5134529602746403,0.6705404961030581,2.674727665076732,-0.6705404961030581,-4.760197571708526,-0.09564058650761831,-0.04667396104713206,0.49120732022390606
1645468340.6067848,1.9323241049527298,-0.9783687399162133,-0.003122627166269242,0.020964209747808642,0.0162240715401918,-0.861674144015382,0.5067691298290251,-0.392266,0.4030295423361763,9.821958282117741,-0.002642739190773245,0.007954956092399674,0.19452229635470142,-0.3814500074910713,0.41504273659433066,0.015322472811197866,-6.630266299971324e-05,0.0008227065147236762,-0.6869464931893863,-0.7267075300647104,1561.0,1485.0,1472.604025544418,1476.8020127722089,1445.0,1512.0,3.3671443148668914,-0.6225116452333168,-1.2062920503752788,-1.0082604874583605,-2.545569476118544,0.6705404961030581,2.7446326696335746,-0.6705404961030581,-4.760122013952183,-0.09457095708258957,-0.057927964199858344,0.4923374602166769
1645468340.7067847,1.9262561709377894,-0.9866708434257103,-0.003717920202718829,0.01955450748161469,0.016572330437230186,-0.8565404486811206,0.5154429540445534,-0.38840939543974007,0.41782934543974126,9.848135179478831,-0.010273744003368087,0.004880560720752459,0.1924284295021044,-0.37979852106533923,0.43307846003723843,0.04150142978217099,-0.00025468425831416403,0.0008549253422287952,-0.6940555800618091,-0.7199208678901131,1561.0360908554876,1485.0360908554876,1471.0721817109754,1475.9278182890246,1445.0,1512.0360908554876,3.3694120842234097,-0.6208128111747281,-1.2787211763705302,-1.0494470500371798,-2.545569476118544,0.6723237792740859,2.7485992730486815,-0.6723237792740859,-4.873737702526254,-0.09129013684462972,-0.038045218699395957,0.4924920519344902
1645468340.8067846,1.9192016253882702,-0.9966331998329523,-0.004255304926292745,0.018859661254672304,0.01666474007945557,-0.8506401586247417,0.5251456180435267,-0.37346591877244534,0.40247925938622386,9.783735800179562,-0.014289591648053195,0.017825011610037685,0.19318946124271283,-0.3584208160081479,0.41494378586896624,-0.02289471800487533,8.468596195830517e-05,0.0009925094549657935,-0.7011718044636689,-0.7129916608056731,1561.8687872368728,1485.8687872368728,1472.7375744737453,1474.2624255262547,1445.0,1512.8687872368728,3.4217345717752217,-0.5816169275070958,-1.1999775475404502,-1.1279811964723891,-2.545569476118544,0.7134680919658832,2.8401176442681257,-0.7134680919658832,-4.873528220131384,-0.11657733572120252,-0.03808187811849836,0.4960588270157607
1645468340.9067845,1.9121999099911782,-1.0055650545475023,-0.004672880823949774,0.018024650853321538,0.017263474755281182,-0.8452825682109282,0.5337363246770144,-0.391931348934663,0.41154464893466414,9.932128543607979,0.000268557502861673,0.0012558865686886495,0.19619466518276302,-0.3781320054506792,0.4216175963037683,0.1254935816394404,0.00013572678401425108,0.0008606058724592979,-0.7081418510290487,-0.7060696564482326,1562.0,1486.0,1472.1577765594832,1475.6844468810336,1445.0,1512.1577765594832,3.4299793273894466,-0.5754406064443174,-1.2273709296029534,-1.060923601527368,-2.545569476118544,0.6783363845492368,2.854538720945129,-0.6783363845492368,-4.833864007248866,-0.0995674245674241,-0.04502311537293898,0.4945401116183447
1645468341.0067844,1.9053125619490183,-1.0145208011288906,-0.0050684982932079885,0.017634535821372498,0.01718489111410134,-0.8396995448056488,0.5424927438380603,-0.3837697780348908,0.40338307803489204,9.883159118209345,-0.008922736624959713,0.005784957668825266,0.19812225059138308,-0.37088006819249,0.4214219528144514,0.07653472791834741,-0.00017256786456303904,0.0011176071698557157,-0.7150741077844087,-0.6990477391071928,1562.6021899490104,1486.6021899490104,1472.6021899490104,1474.7956201019795,1444.3978100509896,1512.6021899490104,3.468052742538533,-0.5470823217475922,-1.2063690138301297,-1.1028375896160825,-2.5759739931839682,0.7002952688099204,2.920970420790941,-0.7002952688099204,-4.88518059663018,-0.11064555825712062,-0.04668429320410728,0.49675529583340045
1645468341.1067843,1.8992318641823716,-1.0241006836765114,-0.005445756395306192,0.016289710668253913,0.018261306643216083,-0.8334555614901793,0.5520443795811321,-0.38754151783815527,0.42240132135262237,9.865132214323689,-0.0034884436080889957,0.003830692595904153,0.1988669757746919,-0.37660615062943825,0.4384862167369824,0.058502152985815147,-0.00016630542634617261,0.0009775063423366807,-0.7219910983568861,-0.6919016337003931,1563.0,1487.0,1473.4331679768702,1474.4331679768702,1443.5668320231298,1512.5668320231298,3.4932042536966037,-0.5283486801454274,-1.1671182201037977,-1.1199221158806782,-2.6180100255535965,0.698548200381277,2.9648555735511763,-0.698548200381277,-4.9050503615380725,-0.11681838308106474,-0.05791969567459608,0.4974059974108974
1645468341.2067842,1.892785286498081,-1.0331050514256328,-0.005906976235146533,0.015611719971659263,0.018757315972638057,-0.8273186496691984,0.5612025384890587,-0.3904340837363128,0.43397158494525223,9.85018750120894,0.0018495436377141852,0.0025117219049647305,0.19844949181613206,-0.383295250602772,0.4479883395182161,0.043551305078928515,-0.0002243607313816875,0.0007711806618239343,-0.7288820979804854,-0.6846387676623455,1563.3546444121916,1487.3546444121916,1474.0,1475.0,1442.6453555878084,1512.0,3.5157664401313333,-0.5116385916538725,-1.1403562740924826,-1.0931825232546544,-2.664772690121207,0.6705404961030581,3.0041278484774607,-0.6705404961030581,-4.898311487468344,-0.11191960547168492,-0.07546593123546225,0.49667860346045156
1645468341.3067842,1.8908885877166737,-1.0355565681243428,-0.005988890565619064,0.01530958557400767,0.018736578170223003,-0.8256444274224066,0.5636717455171493,-0.3831754034076181,0.4027887034076193,9.827695406815238,-0.003113248351306095,0.0075959327719382136,0.19514318819968446,-0.38515308055978115,0.4207432680313338,0.021062081271281455,-0.000694128838948314,0.0006052097756636198,-0.735818521588344,-0.6771781561700186,1564.0,1488.0,1474.198257889818,1474.801742110182,1441.801742110182,1512.0,3.556823432962119,-0.48123081245284993,-1.131003705796569,-1.102535091550568,-2.7077207403939783,0.6705404961030581,3.075592620509269,-0.6705404961030581,-4.941259537741115,-0.11407069617974505,-0.08298184003319721,0.49790326302787435
1645468341.406784,1.8889918889352666,-1.038008084823053,-0.006070804896091595,0.015007313516868721,0.018715671893767084,-0.8239627812131523,0.5661358841674482,-0.39950324296167133,0.41911654296167256,9.860351085923343,-0.008502742956988997,0.007015882797480978,0.20135467699535908,-0.3993654055691325,0.4338212009377589,0.05371223734567406,-0.0004970069992300915,0.0005611201680383121,-0.7425722739183729,-0.6697655232511573,1564.0,1488.0,1474.9643557510624,1474.071288497875,1441.0,1512.0,3.556823432962119,-0.48123081245284993,-1.0948639961728348,-1.1369945557900962,-2.74865612103531,0.6705404961030581,3.075592620509269,-0.6705404961030581,-4.9805146729982415,-0.12218960117402024,-0.09043957458766634,0.49790326302787435
1645468341.506784,1.8792640219547352,-1.0504846302846707,-0.00611072507203873,0.013637657790518296,0.019608268464463015,-0.8152233587210437,0.5786539600602374,-0.3855773098566982,0.42993362007165203,9.898480580286604,0.0018000294257821542,-0.0022098676661437737,0.20652956908720535,-0.3920124048214828,0.45011879727568976,0.09185427101645396,-0.0009273544005178315,0.00055469340996004,-0.7493459943678488,-0.6621777805498286,1564.0,1488.0,1474.1310075162874,1475.7379849674255,1441.0,1512.0,3.556823432962119,-0.48123081245284993,-1.134176158161264,-1.058398931064906,-2.74865612103531,0.6705404961030581,3.075592620509269,-0.6705404961030581,-4.94123121026148,-0.108630205701954,-0.09731418056659953,0.49790326302787435
1645468341.6067839,1.87044956107833,-1.065470251623745,-0.006165825616838395,0.012883026549267913,0.019117705244786558,-0.8049895764280148,0.5928408916525154,-0.38930271754205775,0.43833596754205895,9.829439457037363,-0.004916305809420113,0.00520794859243237,0.20928269625063942,-0.40102369208891536,0.46208736026652375,0.02282570472436568,-0.0012444553470494452,0.0005256011022470588,-0.7561983287508122,-0.6543410904634136,1564.0,1488.0,1474.8340895737917,1475.1659104262083,1441.0,1512.0,3.556823432962119,-0.48123081245284993,-1.1010091403619957,-1.0853616198512333,-2.74865612103531,0.6705404961030581,3.075592620509269,-0.6705404961030581,-4.93502688124854,-0.11554512195929748,-0.09839993814386416,0.49790326302787435
1645468341.7067838,1.8634842744832258,-1.076576615478429,-0.006081533272346533,0.011686426799238982,0.0187543481823501,-0.7973019757263183,0.6031759787622769,-0.392266,0.4412992500000012,9.875069091276705,-0.0040336279536111845,0.003962299748821175,0.2046604446633463,-0.4091597567564194,0.46787489920953484,0.06846984658962071,-0.0015331504600215064,0.0004773691305636806,-0.7629840383270411,-0.6464153299748858,1564.0,1488.0,1475.0,1475.840006640825,1440.159993359175,1511.159993359175,3.556823432962119,-0.48123081245284993,-1.0931825232546544,-1.0535851878353384,-2.791712043427786,0.6291629151105448,3.075592620509269,-0.6291629151105448,-4.938479754517778,-0.10554981657112399,-0.11286525815911376,0.4958343839782487
1645468341.8067837,1.8573241004182979,-1.086093838101491,-0.005684123757498616,0.010568548928077999,0.01913270378438882,-0.7899005559484427,0.612845296246773,-0.3805756970279012,0.4296089470279024,9.848148638111605,-0.0051574476862790986,0.008845250348332214,0.20005672130023816,-0.3988157884948667,0.45386066616499277,0.04154586173983129,-0.0015060259275965692,0.0003571053807355376,-0.7694849855848221,-0.6386630264240906,1564.5974577131947,1488.5974577131947,1475.5974577131947,1474.8050845736109,1440.0,1511.5974577131947,3.5950713312804408,-0.45306135914676215,-1.0650187774954754,-1.1023912779605662,-2.799912766280613,0.6507118122978434,3.1420099721336787,-0.6507118122978434,-4.967322821736655,-0.11817240470560803,-0.1106879743943,0.4980708500140205
1645468341.9067836,1.8569190359441532,-1.0868573572177052,-0.005692609786707909,0.010852242246456175,0.01874073322536785,-0.78947772732996,0.6133970425477461,-0.38684047101976304,0.4358737210197643,9.82355053550988,-0.004144779594345414,0.01025760744898433,0.20057705097368608,-0.40713474284727136,0.45748114411085194,0.016945662186252285,-0.0014984981761766308,0.00020252362387986663,-0.7759606175839292,-0.6307795442515278,1564.5685551203453,1488.5685551203453,1475.5685551203453,1474.8628897593094,1440.0,1511.5685551203453,3.5932210523267645,-0.45442408360694136,-1.0663812258475704,-1.0996653858948313,-2.799912766280613,0.6492881100097991,3.1387969687198227,-0.6492881100097991,-4.965959378023015,-0.11745309765714983,-0.11092657704418694,0.49794359613286615
1645468342.0067835,1.8490714543395217,-1.1039005251784217,-0.004718775408138899,0.009313037483865708,0.019396351155349514,-0.7774145487728201,0.6286204484830533,-0.4079919176217742,0.4570251676217754,9.830238876432661,-0.0017771898940928692,0.007329694562678438,0.20388773569197086,-0.43181987775179914,0.4764794002872408,0.023637300406409226,-0.0015687161528069621,1.9494976712332706e-05,-0.7824418603561223,-0.6227216664867445,1564.3609340549208,1488.3609340549208,1475.3609340549208,1475.6390659450792,1440.3609340549208,1511.3609340549208,3.5799296189353775,-0.46421318127640204,-1.0761683401013953,-1.063057394056267,-2.781412497470588,0.6390609796124577,3.115716437658975,-0.6390609796124577,-4.92063823162825,-0.11032791263699034,-0.11238268357976192,0.4970294710049775
1645468342.1067834,1.8485598759155004,-1.1051144543601634,-0.004657139052822562,0.00950981714594929,0.019575944178090637,-0.7766119220627046,0.629603262616593,-0.392266,0.44100504501621773,9.8084152299027,-0.010398590191646654,0.015269509144892938,0.1980901029320702,-0.41811346468086225,0.4570401893859074,0.0018124698636866887,-0.0015421468140685807,-0.00016527992260061914,-0.7887412049605624,-0.6147234386804454,1565.0,1489.0,1476.0,1475.200482672996,1441.0,1511.799517327004,3.6208411826264637,-0.43408194704534253,-1.046043210903008,-1.083731907911202,-2.74865612103531,0.6606649931768679,3.186759235581121,-0.6606649931768679,-4.87843123984952,-0.11995057396189418,-0.10830417538869255,0.49934940957110113
1645468342.2067833,1.8480482974914794,-1.106328383541905,-0.004595502697506224,0.009706580820992286,0.019755504291532965,-0.7758079897831839,0.6305850183183297,-0.392266,0.4327905332103126,9.857702300738131,-0.0036734393205047657,0.01115514645276848,0.20048774136174471,-0.42114167840323774,0.44408603305958383,0.05110158224322206,-0.0015202617145925852,-0.00043530730530742546,-0.7949856849223167,-0.6066261287485598,1565.0,1489.0,1476.0361993554327,1475.9638006445673,1440.9638006445673,1511.0,3.6208411826264637,-0.43408194704534253,-1.0443378637033316,-1.047749623625682,-2.750511578554837,0.6212818605381472,3.186759235581121,-0.6212818605381472,-4.84259906588385,-0.10911667798524605,-0.11522421596451907,0.4973802529391651
1645468342.3067832,1.839660053593277,-1.123686581457175,-0.0036406183615199828,0.009035611062365062,0.01968466512564333,-0.7634628081474757,0.6454885066886875,-0.41570482200542774,0.46665083300814275,9.842051077994572,-0.0008300597740301852,0.007772475107638259,0.20221100876625014,-0.4466527741478374,0.47225110066451936,0.03545243764712844,-0.0014363881579595899,-0.0007162029804397371,-0.801088659761953,-0.5985435515007647,1565.0,1489.0,1476.8685602813234,1475.1314397186766,1440.1314397186766,1511.0,3.6208411826264637,-0.43408194704534253,-1.0051254424566742,-1.086986545300547,-2.7931756072492657,0.6212818605381472,3.186759235581121,-0.6212818605381472,-4.885287595006487,-0.1181383524212211,-0.12268613341110778,0.4973802529391651
1645468342.406783,1.833064751600779,-1.1414692984989843,-0.0030985359805095138,0.008066982961889351,0.019681304612626734,-0.7507666816526887,0.6602249311824328,-0.42794569838793217,0.48678559838793334,9.815622595163797,0.0004030004860973027,0.009419040655101615,0.20225258450532865,-0.46320432667274575,0.48681216864683285,0.009037374718216517,-0.0014532985554014518,-0.0010596510362840786,-0.8071478697513874,-0.590346577375348,1565.0,1489.0,1477.5974208520593,1475.5974208520593,1440.5974208520593,1511.0,3.6208411826264637,-0.43408194704534253,-0.9708035022922507,-1.0650205151040455,-2.7692909776044643,0.6212818605381472,3.186759235581121,-0.6212818605381472,-4.805114995000761,-0.11955928206753214,-0.1283567180364294,0.4973802529391651
1645468342.506783,1.8326425466552394,-1.1428772640267335,-0.0029743886487653684,0.007936996042388693,0.02025893815203404,-0.7496510180388941,0.6614755707295811,-0.41242220638278587,0.47820991409569763,9.817686773138732,-3.184919739244134e-05,0.017100945237505338,0.19985870920866075,-0.4529197049008599,0.4703606583317933,0.011126103938631544,-0.0014472497320271848,-0.0015282608080832672,-0.8131647102848045,-0.5820298307084831,1565.4372210493846,1489.4372210493846,1478.874442098769,1475.125557901231,1441.0,1511.0,3.649007231656751,-0.4134517059885322,-0.9106976423326265,-1.087278867361377,-2.74865612103531,0.6212818605381472,3.2355555256682185,-0.6212818605381472,-4.746632630729313,-0.12903116647248203,-0.13136893198472868,0.49824687085611497
1645468342.606783,1.8323882672669458,-1.1437351314440003,-0.0028938642677519767,0.007841629308357096,0.020662868891186795,-0.7489370433869535,0.6622724965916856,-0.390218118931148,0.4745985844655751,9.873465046603277,-0.00019295859947258184,0.020619742724246472,0.19854121250885992,-0.4312198505123619,0.45130754643554505,0.06693086080689475,-0.0010324584160657172,-0.0021720370452225457,-0.819007287617331,-0.5737780747940756,1566.0,1490.0,1480.0,1474.7348832980529,1441.3674416490264,1510.6325583509736,3.6852617979420756,-0.3868970251714927,-0.8577301830846409,-1.1057017266294036,-2.7298952706629063,0.6032363042208916,3.298364772770583,-0.6032363042208916,-4.693327180376951,-0.1340830807463037,-0.1341310881660508,0.498460079869105
1645468342.7067828,1.8265089448065013,-1.159801951222208,-0.0022468506164227075,0.0069215567501734205,0.020309311402849375,-0.735118046711362,0.6775994992041892,-0.4220852021602854,0.4903325000000011,9.82546479567943,0.005387725367785106,0.015099457471735384,0.20466130209026756,-0.4715803451869381,0.45526357464821343,0.019002844584849948,-0.0010703195196121358,-0.002901867467141471,-0.8247141661621835,-0.5655413138867429,1566.0,1490.0,1480.4742961720444,1476.0,1442.0,1510.0,3.6852617979420756,-0.3868970251714927,-0.8354192305858684,-1.046043210903008,-2.6975980811475893,0.5721705081232358,3.298364772770583,-0.5721705081232358,-4.579060522636466,-0.12435159665803731,-0.14282373694027473,0.49690679006422217
1645468342.8067827,1.8221980659522112,-1.1758849792543462,-0.0016477820182322345,0.005264093497046721,0.019854332680583564,-0.7223239372179627,0.6912497555264694,-0.43304730501376526,0.49126532300826026,9.808204705013765,-0.00045417561541000016,0.02082085769719185,0.20607120849485003,-0.48796888438269936,0.44248910059916824,0.0018301999546276194,-0.0009404557071493906,-0.003625318917195881,-0.830475775330644,-0.5570421520807715,1566.0,1490.0,1482.2370389034947,1476.0,1442.0,1510.0,3.6852617979420756,-0.3868970251714927,-0.7524999335045556,-1.046043210903008,-2.6975980811475893,0.5721705081232358,3.298364772770583,-0.5721705081232358,-4.496141225555153,-0.13388731582238828,-0.15733461392950449,0.49690679006422217
1645468342.9067826,1.8216289217577593,-1.178337531490522,-0.0014879436677930574,0.004935527306700451,0.020108512295444022,-0.7202027247790537,0.6934546297518644,-0.48052585,0.5193331173525932,9.854005919410369,-0.000566846800820872,0.017442101180523653,0.20363569160154105,-0.5374279103274067,0.4547957955330779,0.047733685994438446,-0.0006227765615160054,-0.004342467387993015,-0.8363315952341981,-0.5482063643732716,1566.0,1490.0,1483.0,1476.0,1442.2351073151979,1510.0,3.6852617979420756,-0.3868970251714927,-0.7166112601007626,-1.046043210903008,-2.68563957377533,0.5721705081232358,3.298364772770583,-0.5721705081232358,-4.4482940447791,-0.13801451326382447,-0.16152239298502286,0.49690679006422217
