CIRCLE
posix_time: time in seconds since the 1970 epoch.
x_mocap: x position in m from the ASTA mocap frame.
y_mocap: y position in m from the ASTA mocap frame.
z_mocap: z position in m from the ASTA mocap frame.
qx_mocap: quaternion i component from the ASTA mocap frame.
qy_mocap: quaternion j component from the ASTA mocap frame.
qz_mocap: quaternion k component from the ASTA mocap frame.
qw_mocap: quaternion scalar component from the ASTA mocap frame.
ax: x dir body-fixed acceleration in m/s/s measured by IMU.
ay: y dir body-fixed acceleration in m/s/s measured by IMU.
az: z dir body-fixed acceleration in m/s/s measured by IMU.
wx: angular velocity in rad/s around body-fixed x axis measured by IMU.
wy: angular velocity in rad/s around body-fixed y axis measured by IMU.
wz: angular velocity in rad/s around body-fixed z axis measured by IMU.
ax_c: x dir gravity compensated acceleration in m/s/s measured by IMU.
ay_c: y dir gravity compensated acceleration in m/s/s measured by IMU.
az_c: z dir gravity compensated acceleration in m/s/s measured by IMU.
qx: quaternion i component from the NED frame to body fixed frame measured by IMU.
qy: quaternion j component from the NED frame to body fixed frame measured by IMU.
qz: quaternion k component from the NED frame to body fixed frame measured by IMU.
qw: quaternion scalar component from the NED frame to body fixed frame measured by IMU.
pwm0: Motor pulse width modulation for motor0 in microseconds.
pwm1: Motor pulse width modulation for motor1 in microseconds.
pwm2: Motor pulse width modulation for motor2 in microseconds.
pwm3: Motor pulse width modulation for motor3 in microseconds.
pwm4: Motor pulse width modulation for motor4 in microseconds.
pwm5: Motor pulse width modulation for motor5 in microseconds.
N0: Motor thrust in N for motor0.
N1: Motor thrust in N for motor1.
N2: Motor thrust in N for motor2.
N3: Motor thrust in N for motor3.
N4: Motor thrust in N for motor4.
N5: Motor thrust in N for motor5.
Fx: Body fixed surge force (N).
Fy: Body fixed sway force (N).
Fz: Body fixed heart force (N).
Mx: Body fixed roll moment (Nm).
My: Body fixed pitch moment (Nm).
Mz: Body fixed yaw moment (Nm).
posix,x_mocap,y_mocap,z_mocap,qx_mocap,qy_mocap,qz_mocap,qw_mocap,ax,ay,az,wx,wy,wz,ax_c,ay_c,az_c,qx,qy,qz,qw,pwm0,pwm1,pwm2,pwm3,pwm4,pwm5,N0,N1,N2,N3,N4,N5,Fx,Fy,Fz,Mx,My,Mz
1645468289.106834,2.5953797339029716,-1.18349019492813,-0.08763622106253272,-0.020106087461874166,-0.014186613500431605,0.7326602197188176,0.6801496068409794,-0.39389239089086825,0.5115721908908695,9.838533688663698,-0.014892956150484436,0.001981843962871389,0.1217741367094918,-0.3749449982702353,0.5004510298927891,0.03191267289192777,0.00020693978796410312,0.0010987853400476972,0.3376672771746819,-0.9412648722714225,1549.3198839306285,1473.3198839306285,1471.0,1474.639767861257,1445.0,1512.6801160693715,2.660643529842449,-1.1724667209043107,-1.2821340949230944,-1.1101870407298202,-2.545569476118544,0.7041456718315688,1.4881768089381382,-0.7041456718315688,-4.937890611771459,-0.103451581338298,-0.026818459581485148,0.47601496242745583
1645468289.2068338,2.594293769950247,-1.169508995822653,-0.08730808712666767,-0.020350853038419273,-0.014147524524031237,0.7372934561260486,0.6751178044490881,-0.39865466840554736,0.4992445604332854,9.829681281594453,-0.009273081017030059,0.005730471647447122,0.13000239682974638,-0.3836063677563552,0.48324818363659267,0.023056126260315103,0.0005152444828435377,0.0009946463806378963,0.33143356965290444,-0.9434778927504524,1548.485914792353,1472.485914792353,1472.0281704152937,1475.0281704152937,1445.0,1512.485914792353,2.6120251877223346,-1.2118639001322382,-1.233519815237322,-1.0918713234189081,-2.545569476118544,0.6945500037760632,1.4001612875900964,-0.6945500037760632,-4.870960614774774,-0.10525667410169348,-0.03853120905590497,0.47447474529207906
1645468289.3068337,2.594281602131087,-1.1684632533027712,-0.08740266212829706,-0.020173074114156007,-0.014521009461629751,0.7375342143189499,0.6748521838698676,-0.38878953677556183,0.4626507816122203,9.839546413224438,0.0034876784734668037,0.0020169119211952287,0.12716848989045754,-0.3719577044788987,0.45072139169447034,0.03291857959571501,0.00029627585157554893,0.001009727687070366,0.3250339551503523,-0.9457017609531753,1548.2934727081788,1472.2934727081788,1473.0,1475.7065272918212,1445.0,1512.0,2.6008307714065353,-1.2209582535838248,-1.187569460573286,-1.0598773125605299,-2.545569476118544,0.6705404961030581,1.3798725178227105,-0.6705404961030581,-4.79301624925236,-0.10265998979656818,-0.05217147302232743,0.4730327626790443
1645468289.4068336,2.5940302712914214,-1.1453093558762009,-0.08678389188562122,-0.019518355861265494,-0.014041053702194693,0.7451319716015357,0.6664834787844434,-0.37281279877645906,0.4706391506117716,9.855523151223542,-0.002754135306052837,0.0074902724807071755,0.11709128654256726,-0.3537474214511219,0.4647573279952648,0.04889347375810139,-2.6087483521807384e-05,0.0010169622705089988,0.3192062379350894,-0.9476847275178126,1548.9959802159628,1472.9959802159628,1473.0,1475.0040197840372,1445.0,1512.0,2.641695853183476,-1.1877594259698327,-1.187569460573286,-1.0929930333993432,-2.545569476118544,0.6705404961030581,1.4539364272136437,-0.6705404961030581,-4.826131970091174,-0.10646829769303173,-0.046376221875535084,0.47391438190778346
1645468289.5068336,2.5923136117983874,-1.133422231092346,-0.08655275346816367,-0.018606425819742794,-0.012670470991522725,0.7487558461584626,0.6624635408281667,-0.3655632301981646,0.4707192000000011,9.862772719801836,-0.006357947158143135,0.0030938907155982813,0.11470575033698417,-0.34369954707578443,0.4607475985566078,0.056152648975604805,0.00013396983473064979,0.001217542421963859,0.31335222256952444,-0.9496361852063523,1549.0,1473.0,1471.333479859335,1475.8332600703325,1445.0,1512.0,2.641929685280047,-1.187569460573286,-1.2663663944425727,-1.0539032165290967,-2.545569476118544,0.6705404961030581,1.454360224706761,-0.6705404961030581,-4.8658390870902135,-0.09291132135798542,-0.03942747640070305,0.47391942657828623
1645468289.6068335,2.58953492352024,-1.1211711655456127,-0.08669661749540154,-0.019368608234603527,-0.014790447890168187,0.7528577718322563,0.6577319173174075,-0.38093334761909825,0.47674829920636724,9.8654899,-0.002121698370512291,0.00013395822945433183,0.11109128331247387,-0.3581752637636949,0.46687271399978797,0.05887137145804152,0.00012199682592723953,0.001259153438730765,0.3076800196311029,-0.9514890462686348,1549.0,1473.0,1471.675441224069,1475.324558775931,1444.324558775931,1512.0,2.641929685280047,-1.187569460573286,-1.2501809822093328,-1.0778830457395678,-2.5796724435587084,0.6705404961030581,1.454360224706761,-0.6705404961030581,-4.907736471507609,-0.09753032412401219,-0.044031472731716315,0.47391942657828623
1645468289.7068334,2.5893369609194345,-1.120059356598848,-0.08672517662639716,-0.01940770641846144,-0.015091089683178483,0.7532376709929847,0.6572888337259454,-0.392266,0.4977333301800226,9.848282419819979,-0.0005448598286748735,0.007269457858352276,0.11475161229653791,-0.3691024201048242,0.4916746255933051,0.041662162053040824,-6.213968269882054e-05,0.0012198576857002038,0.30190009463433315,-0.9533387860281712,1549.0,1473.0,1472.5135858259096,1475.0,1444.0,1512.0,2.641929685280047,-1.187569460573286,-1.210556233149664,-1.0931825232546544,-2.596059387342393,0.6705404961030581,1.454360224706761,-0.6705404961030581,-4.899798143746711,-0.10384661018010907,-0.05115611041416311,0.47391942657828623
1645468289.8068333,2.5891389983186293,-1.118947547652083,-0.08675373575739279,-0.019446796207310275,-0.015391724948378012,0.753617244332776,0.6568454658172329,-0.3887942947663801,0.5128090395327614,9.83841426831767,-0.002469545505122076,0.014156293905334346,0.12204482218512051,-0.3654492239810111,0.5113773726148125,0.03179249718819747,-0.0002827134009736087,0.001158885259298852,0.29587686738955055,-0.9552253432577232,1548.7071320207476,1472.7071320207476,1473.0,1475.5857359585048,1444.2928679792524,1512.0,2.6248934631907663,-1.2014097020641241,-1.187569460573286,-1.0655799534793822,-2.5812725090696302,0.6705404961030581,1.423483761126642,-0.6705404961030581,-4.8344219231222985,-0.1033157935022362,-0.05742154162796833,0.4735518888094653
1645468289.9068332,2.5866006505774655,-1.0942866777680171,-0.08675386602191781,-0.01914831397643485,-0.013930585003061692,0.7612955003423726,0.6479725627152657,-0.3728631627765201,0.48094677555304133,9.89417323028218,1.836568366611396e-05,-0.000754039676717614,0.12394216493086734,-0.3516900446191248,0.48454083677262666,0.08754677048480988,-0.0004879435772887301,0.0009802740940355974,0.28950100155401265,-0.9571770844901113,1548.005571603722,1472.005571603722,1473.0,1476.9888567925561,1444.994428396278,1512.0,2.584083473979911,-1.2345637724300018,-1.187569460573286,-0.9994584525493431,-2.5458507858958415,0.6705404961030581,1.3495197015499092,-0.6705404961030581,-4.732878699018471,-0.0957118208952817,-0.06279400273531219,0.47267145814229294
1645468290.006833,2.5814810474191896,-1.0691968674119119,-0.08720832674043238,-0.020078342355181224,-0.014902563231003649,0.7685483975062017,0.6393028503518997,-0.36442616674750244,0.4476197169900111,9.79619145097003,-0.009852282920518825,0.011221700275016577,0.11533404294997378,-0.345342023819914,0.4488144519598431,-0.010439805863300136,-0.00033422995182644596,0.0009156908219870933,0.28337905887145837,-0.9590074863074763,1548.842353412744,1472.842353412744,1472.157646587256,1475.315293174512,1445.0,1512.842353412744,2.632759333919119,-1.1950194619131334,-1.2273770717801118,-1.0783244601243878,-2.545569476118544,0.7121619718122455,1.4377398720059857,-0.7121619718122455,-4.851271008023044,-0.10748729472673471,-0.04197689023745779,0.47580266011132133
1645468290.106833,2.5799904714706057,-1.059960484780024,-0.08780576267767855,-0.01982245132537471,-0.014064613977759183,0.771722986159402,0.6354942090139967,-0.3904826593511653,0.46893585935116644,9.854612556183262,-0.004841110648101646,0.005842849913866591,0.11119211694046607,-0.37217125206738616,0.469475604253014,0.04797967389258852,-0.00028570485609573907,0.0008892248432419858,0.27763751175204665,-0.9606854530594526,1549.0,1473.0,1472.0,1475.6793909376615,1445.0,1512.3206090623385,2.641929685280047,-1.187569460573286,-1.234827073119959,-1.0611565016353457,-2.545569476118544,0.6863820919206526,1.454360224706761,-0.6863820919206526,-4.8415530508738485,-0.10014475036538366,-0.04367753273856689,0.474711506369166
1645468290.206833,2.5782056783658804,-1.0499573526936592,-0.08834333893958707,-0.01979955856136055,-0.013494896559563777,0.7747088880044984,0.6318639126382006,-0.4023859556782041,0.4808391556782053,9.873385324605552,-0.0034159946099239337,0.00431967395549507,0.10965625108559916,-0.3857703174726873,0.48246390479584533,0.06674990697838162,-0.00031047619410770806,0.0007929128975629866,0.27190772372694894,-0.9623229523768511,1549.5138456395737,1473.5138456395737,1472.5138456395737,1474.9723087208527,1445.0,1512.0,2.671990674618136,-1.1633091705697483,-1.2105439549761907,-1.0945055671777524,-2.545569476118544,0.6705404961030581,1.5086815040483879,-0.6705404961030581,-4.850618998272488,-0.10400017222121476,-0.04209099194380516,0.4745865070017596
1645468290.3068328,2.573207605410023,-1.0320236065220616,-0.08981663989285293,-0.02056835589220633,-0.014313116951651127,0.7798660090534262,0.6254447100600511,-0.3931700213483673,0.47162322134836854,9.799277467255276,-0.012698703139945672,0.011731150769267649,0.11483604593501817,-0.3813336267059417,0.47366130357781017,-0.007362966355688134,-0.0002611258508131616,0.0005530747213839935,0.26588162175332747,-0.9640054922745322,1549.410536946642,1473.410536946642,1472.410536946642,1474.0,1445.294731526679,1512.294731526679,2.666044664931043,-1.1681997969164368,-1.2154406396250474,-1.1403562740924826,-2.5307415860794347,0.6851034585043627,1.4978448680146061,-0.6851034585043627,-4.8865384997969645,-0.1112584032020185,-0.030615317663333287,0.47519328603767835
1645468290.4068327,2.5709365441744922,-1.0213240649321622,-0.09051615172719167,-0.01993960056414135,-0.014477897481490054,0.7841380578039824,0.6200970158912689,-0.4422885090331006,0.5207417090331018,9.855412881752114,-0.017464463136492393,0.00287110096515184,0.13486456314465067,-0.43885573454769294,0.5128793670468834,0.04876851438481564,0.0003413678307130373,0.0002720560623941791,0.2592352311979619,-0.9658141148063857,1547.9991417713838,1471.9991417713838,1471.0008582286162,1474.0017164572323,1446.0,1512.9991417713838,2.5837097293115363,-1.2348676733598147,-1.2820934946832387,-1.1402753319227779,-2.495259656174312,0.7199090323237621,1.3488420559517216,-0.7199090323237621,-4.917628482780329,-0.10967499193920537,-0.012755895174451703,0.4751318529233935
1645468290.5068326,2.5688219422988077,-1.0100124562780795,-0.09124799720067962,-0.019303598043906526,-0.015582274866047987,0.7880037953772129,0.6151703685026336,-0.4107970557645527,0.49596839647046176,9.845335477882276,0.0016526561791146872,0.002802963879108877,0.1322358012167247,-0.4034022915635018,0.49092763493121805,0.03869075863095482,0.0001541162715932224,0.0004304867482167823,0.25234922499315887,-0.9676361194037181,1547.1620096121605,1471.1620096121605,1471.8379903878395,1475.675980775679,1446.0,1512.1620096121605,2.5352872823462644,-1.2744699026683002,-1.2424912653747533,-1.0613228336920035,-2.495259656174312,0.6785455436700015,1.2608173796779645,-0.6785455436700015,-4.799073755241069,-0.09791110049873403,-0.03350297249382214,0.472049353460175
1645468290.6068325,2.565646785932998,-0.9984351728959714,-0.09195213487105726,-0.019245918981675877,-0.01506797869819565,0.7917027125287767,0.6104173699978392,-0.38718706531282093,0.465289045938464,9.83606995,0.005742225721053241,0.0016140710672080455,0.12381861845563691,-0.3749412861585667,0.46723488026697196,0.029429174544838056,-0.00024943159842413576,0.0005818379889229007,0.24580394824006274,-0.969319358249916,1547.0,1471.0,1472.678791308466,1476.0,1445.321208691534,1512.0,2.525916119422618,-1.2821340949230944,-1.2027490164644248,-1.046043210903008,-2.5294095246829453,0.6705404961030581,1.2437820244995237,-0.6705404961030581,-4.778201752050378,-0.09932341917847223,-0.04910802703021466,0.47145279945490987
1645468290.7068324,2.56225649829533,-0.9872781543182297,-0.09239714216044628,-0.019059791980906318,-0.016117827244037805,0.7952502111956824,0.6057673163581859,-0.3893177427912683,0.468251881978172,9.849786735582537,-0.0037401213220909085,-0.0008127054131530295,0.11565889900262318,-0.37366290722512846,0.4733062118170503,0.04315087097057012,-0.0004410847462088244,0.0007128965902405827,0.23963632358092601,-0.9708623639029974,1547.0,1471.0,1472.4895976826015,1476.0,1445.5104023173985,1512.0,2.525916119422618,-1.2821340949230944,-1.211689855531833,-1.046043210903008,-2.5198912274311023,0.6705404961030581,1.2437820244995237,-0.6705404961030581,-4.777624293865943,-0.0982952226857203,-0.0458776781743457,0.47145279945490987
1645468290.8068323,2.559234823106754,-0.9753264838478369,-0.09283603107299755,-0.01865682083093202,-0.015917457937115503,0.7986520231899655,0.6012931925640581,-0.3950539362795499,0.4948751147096636,9.855995087268763,-0.01326155044021048,0.0016250085465395804,0.10971410411308394,-0.37926367253254034,0.49532430506977365,0.04935979299022801,-0.0002109260354165494,0.0007767114492263206,0.23372230956963896,-0.9723030567878341,1547.2896248784305,1471.2896248784305,1472.0,1475.1311253647086,1446.2896248784305,1512.2896248784305,2.5426689644317424,-1.268432804484454,-1.234827073119959,-1.0870327337584822,-2.4807394871800352,0.6848511342034025,1.2742361599472884,-0.6848511342034025,-4.802599294058476,-0.10285259945902561,-0.02780394405277889,0.47251926013553275
1645468290.9068322,2.555413183253761,-0.963240624381425,-0.09334430925044704,-0.01903146802538784,-0.015901900663296203,0.8017622256484844,0.5971283499410174,-0.36291784152845946,0.47077304364634576,9.767620826703263,-0.01647703066089127,0.018479848206465838,0.10793937842739426,-0.3570197656462441,0.46228771227017473,-0.0390237039566544,0.00035265488144295307,0.00039143931789557785,0.22802919892028067,-0.9736541515597673,1548.0,1472.0,1472.0,1473.0036189805264,1447.0018094902632,1513.0,2.583759372046188,-1.234827073119959,-1.234827073119959,-1.1873986683292375,-2.4450348491785463,0.719951438208227,1.3489322989262291,-0.719951438208227,-4.867260590627743,-0.12053723513550675,-0.003991593852636184,0.47513501310451833
1645468291.0068321,2.5518361303911186,-0.9512600357131826,-0.09337548967747561,-0.01886168758871757,-0.01560734527113779,0.805185039802827,0.5925181003080102,-0.3984107272105224,0.45649332911579216,9.852778625305254,-0.00047135003473301046,0.00877109035817652,0.10894065105241145,-0.4000423403697788,0.4515333542829672,0.0461313463649549,0.0002641352739307436,-2.468855603558325e-05,0.22230227230101163,-0.9749777583887949,1548.0,1472.0,1472.0,1474.6920605847129,1447.8460302923565,1513.0,2.583759372046188,-1.234827073119959,-1.234827073119959,-1.1077152523989728,-2.4028544864179677,0.719951438208227,1.3489322989262291,-0.719951438208227,-4.745396811936899,-0.11137364230352632,-0.010554628157331249,0.47513501310451833
1645468291.106832,2.548843704613079,-0.9400562131536843,-0.09351988261402899,-0.018417803595106145,-0.015618099260156816,0.8087956765472102,0.5875937483370398,-0.41694562681960096,0.44603957318040016,9.869904219541198,0.005941079790902062,0.0026131190597994667,0.10732129418330144,-0.41657829909472893,0.45035028625008905,0.06325929080154892,-0.00021810835491978603,-2.78258793717213e-05,0.21663620409718354,-0.976252378603417,1548.6803746550352,1472.6803746550352,1472.6803746550352,1475.6803746550352,1447.3196253449648,1512.3196253449648,2.623336978845967,-1.202674191285727,-1.202674191285727,-1.0611101298748042,-2.4291556052542838,0.6863334855184562,1.42066278756024,-0.6863334855184562,-4.692939926414815,-0.10382849290347371,-0.028939974716406615,0.4743079588410677
1645468291.206832,2.545030605807534,-0.929586691014404,-0.09372472192471977,-0.018369461316603237,-0.016864954812420542,0.8121314929896974,0.5829413128990241,-0.4183296012120993,0.4580809939395046,9.8523269012121,-0.0011537119535850893,-0.0004892373217473257,0.10727384749280763,-0.4122872685041956,0.46857702880575647,0.04568465684522353,-0.000587791690647125,0.00018797218178876935,0.2110408761288031,-0.9774770420680859,1549.5143107999952,1473.5143107999952,1471.9713784000096,1475.4856892000048,1447.0,1512.5143107999952,2.6720178874256346,-1.1632872088640205,-1.2362050733169916,-1.0702874683498078,-2.4451252579383436,0.6959530772656851,1.5087306785616141,-0.6959530772656851,-4.751617799605143,-0.10271126395026875,-0.024260725347520197,0.47585773993659464
1645468291.3068318,2.543694334394847,-0.9260806326474993,-0.09394035668695791,-0.018299449241360392,-0.01636091841847476,0.8130082352725984,0.5817345269836598,-0.40907388141524403,0.4917352092923791,9.848682018584757,-0.014452721143918632,-0.0015214443430351223,0.11274083989239236,-0.40097362674170633,0.4982470221029589,0.04203832922050163,-0.0004096383245530521,0.0003353916672641544,0.20526938355347465,-0.9787053692937672,1549.411221350226,1473.411221350226,1471.0,1475.0,1447.0,1513.0,2.6660845904002017,-1.168167468839718,-1.2821340949230944,-1.0931825232546544,-2.4451252579383436,0.719951438208227,1.4979171215604838,-0.719951438208227,-4.820441876116092,-0.10426207094456912,-0.012216511958104076,0.47693655872300217
1645468291.4068317,2.5427155377302424,-0.9237149634074406,-0.0940345619353424,-0.018415865357983313,-0.01657727999015289,0.8136316131492938,0.580852518093296,-0.39482477792641274,0.49885976103679486,9.862931122073588,-0.009565947702220714,0.0009877299690374272,0.1227049777203013,-0.3874434216975672,0.4971666579564921,0.05628478955121937,9.936287407126523e-06,0.0003853805475850283,0.19859216464321783,-0.9800821412133908,1548.00392230547,1472.00392230547,1471.0,1475.0,1447.0,1513.0,2.583988184240834,-1.2346418014540645,-1.2821340949230944,-1.0931825232546544,-2.4451252579383436,0.719951438208227,1.3493463827867695,-0.719951438208227,-4.820441876116092,-0.10426207094456912,-0.012216511958104076,0.4751400202653247
1645468291.5068316,2.531347166234796,-0.8961453267891024,-0.09344020444485948,-0.01860237768352269,-0.017000023371566447,0.8216026155949637,0.5695033738244227,-0.40031801692722685,0.4759830992183205,9.809125781509412,0.00538443530703748,0.006988517202909825,0.12223050277268824,-0.39173502081964867,0.4786911114964844,0.002480314514507087,-0.00021954212751139042,0.0004033065232686033,0.19207202217973626,-0.9813807250200555,1548.0,1472.0,1472.0,1475.0142561339494,1447.0,1512.0,2.583759372046188,-1.234827073119959,-1.234827073119959,-1.0925104989034917,-2.4451252579383436,0.6705404961030581,1.3489322989262291,-0.6705404961030581,-4.772462829961794,-0.10097818078314143,-0.02061284503510623,0.4726644659992599
1645468291.6068316,2.531202852114287,-0.8954350595623637,-0.09343884342613983,-0.018587358353694478,-0.017008171560160157,0.8218588035163573,0.569133850067164,-0.4339990943078144,0.4707192000000011,9.86069623861563,-0.0018725294197590465,0.003977593273960996,0.11074740751630156,-0.42549389331121795,0.4791970809592856,0.054053828010687005,-0.0005054512538093444,0.0003459075790440937,0.18604271480034482,-0.9825414663700939,1548.0,1472.0,1472.0,1475.8469326779336,1447.0,1512.0,2.583759372046188,-1.234827073119959,-1.234827073119959,-1.053258699208723,-2.4451252579383436,0.6705404961030581,1.3489322989262291,-0.6705404961030581,-4.733211030267026,-0.09646422381824303,-0.02748190998169075,0.4726644659992599
1645468291.7068315,2.528594302638329,-0.8845018576641871,-0.09279712035250055,-0.018359138074109493,-0.016528704353028292,0.8253134661342347,0.564134227466373,-0.4183900220169787,0.48217381399151177,9.852387322016979,-0.006390993141677254,0.006410444114663329,0.10812673720471838,-0.41422772415198295,0.4892911011658887,0.045741653675688505,-0.00039583887370484716,0.0001427856801691406,0.1802797207158803,-0.9836152933044706,1548.6806984193897,1472.6806984193897,1472.6806984193897,1474.6386031612208,1447.0,1512.6806984193897,2.6233558123198777,-1.2026588909553093,-1.2026588909553093,-1.1102419639438814,-2.4451252579383436,0.704174446294601,1.4206969213645686,-0.704174446294601,-4.758026112837534,-0.11260258149524094,-0.023139270531851764,0.4752004131913766
1645468291.8068314,2.523507191852798,-0.8697015050203177,-0.0918646434883183,-0.017912069331153253,-0.01652397475082219,0.8298763068917332,0.5574149543118199,-0.41846668782030516,0.4821354810898485,9.86885802564061,-0.009005434186020836,0.0016269593927959007,0.11123535453760303,-0.41520059526785685,0.4857381412108168,0.062209789364327486,-0.000209505415826767,0.00013166089515809004,0.17453616518424364,-0.9846507329076987,1549.5143167670394,1473.5143167670394,1471.9713664659214,1475.0286335340786,1446.4856832329606,1512.4856832329606,2.672018236509554,-1.1632869271408535,-1.2362056375883375,-1.0918494843432944,-2.4709102195565302,0.6945385622083282,1.5087313093687005,-0.6945385622083282,-4.798965341488162,-0.10494329076327746,-0.02499964208435718,0.47578702193021327
1645468291.9068313,2.5186062947538432,-0.858916668922447,-0.09104150391353451,-0.017796294594609897,-0.01676844564495429,0.8328343243375409,0.5529820063388916,-0.4379046908846657,0.46732464088466685,9.877182999731323,-0.005931242959899327,-0.0038971642151432026,0.11510475307603857,-0.43053990597638203,0.46923118949801834,0.07053613827903182,-0.0001588961128821168,0.0003539789567048865,0.16862749550080075,-0.9856797741721451,1549.587162131875,1473.587162131875,1472.238513604375,1475.587162131875,1445.587162131875,1512.0,2.676279834871022,-1.1598476653466043,-1.2236028416239804,-1.0655041041191389,-2.51602945498584,0.6705404961030581,1.516432169524418,-0.6705404961030581,-4.805136400728959,-0.09916323200497838,-0.03971143911747613,0.47468168733017996
1645468292.0068312,2.510661850289042,-0.8412173216965014,-0.08969079974538276,-0.017707507155132474,-0.016990773012117516,0.8374385004268363,0.5459803254931933,-0.4279798821312895,0.4696943446717774,9.81016271786871,0.0013197031801068981,0.003338080699657237,0.114105621311834,-0.41682453603952574,0.47374782773663837,0.003520630793601133,-0.0002960227846817873,0.0005277938248217373,0.1626950249778996,-0.9866762197659524,1549.288238028038,1473.288238028038,1473.4235239439238,1475.288238028038,1445.0,1512.0,2.6587921817583173,-1.1739608248046645,-1.1675863509113455,-1.079595180819344,-2.545569476118544,0.6705404961030581,1.4848313569536526,-0.6705404961030581,-4.792751007849234,-0.107225602257455,-0.05221789026787453,0.4742936205598958
1645468292.106831,2.5085245645550556,-0.8369510820453444,-0.0892749136132313,-0.01802185249067117,-0.01652938072323162,0.8385252473765283,0.5443136980802918,-0.41200578115145325,0.5096295971213681,9.826136818848548,-0.0050036232407199045,-0.002488691022618986,0.11443268820006443,-0.3932521341023027,0.516310170828038,0.019507057873765686,-0.00048685033349691947,0.0008906495374619061,0.15739877551885295,-0.9875346045508077,1549.99709985719,1473.99709985719,1472.0058002856201,1475.99709985719,1445.0,1512.0,2.700262005081121,-1.1404931990757952,-1.2345530943113987,-1.0461799216407959,-2.545569476118544,0.6705404961030581,1.5597688060053256,-0.6705404961030581,-4.826302492070739,-0.09568167196091586,-0.04634638052911115,0.47521387328319825
1645468292.206831,2.49923454711052,-0.8186116452674606,-0.0881719277092807,-0.017792479318225567,-0.01687931428516465,0.8440668620107765,0.5356768138385811,-0.4614163022015041,0.5099458000000012,9.851031801100753,-0.0016949652056207805,0.002552879311317945,0.13249549276966197,-0.4387269943041272,0.514910012881505,0.0444094780451307,-0.00042432337208628344,0.0011053925416536785,0.15073331939462908,-0.9885737526766941,1549.1550135128575,1473.1550135128575,1472.0,1476.0,1444.1550135128575,1512.0,2.6509982833149235,-1.180250778683703,-1.234827073119959,-1.046043210903008,-2.588232768839724,0.6705404961030581,1.4707475046312204,-0.6705404961030581,-4.869103052862691,-0.0956344426630858,-0.05378843484293243,0.474120666934995
1645468292.306831,2.4975216876144533,-0.8142012261241096,-0.08788420810498793,-0.018215640732723772,-0.01710076719151946,0.8450341604240195,0.5341282822605731,-0.4228303437020962,0.49398284790069985,9.887609154198602,-0.003781523252228212,0.0016004521117350227,0.1296831003308276,-0.39949675058328193,0.49950668889577343,0.0809884787536913,-0.00044999938428410933,0.0011367964849281224,0.14397279532689305,-0.9895808907815807,1548.1825814497495,1472.1825814497495,1472.8174185502505,1476.0,1444.0,1512.0,2.594380192168809,-1.226198709709487,-1.196197823983758,-1.046043210903008,-2.596059387342393,0.6705404961030581,1.368181482459322,-0.6705404961030581,-4.8383004222291595,-0.1000768063137489,-0.06191821167973474,0.472893598521157
1645468292.4068308,2.4969744800894014,-0.812920737809782,-0.08782163969269663,-0.018380788245813007,-0.0170586932754825,0.8452548979062839,0.5337745827337914,-0.3985704295469498,0.5036413704530514,9.861637673867374,-0.012914238231795947,0.0003325243368286358,0.12413120226481839,-0.37354479845888133,0.5025172513551017,0.05502087402666418,-0.0001185665968511257,0.0012708891264153047,0.1376696366971109,-0.9904773808192069,1548.681487238301,1472.681487238301,1470.9555382850965,1475.318512761699,1444.681487238301,1512.681487238301,2.6234016981630464,-1.2026216132568188,-1.284290246443851,-1.078168050692949,-2.5616511571803797,0.70421342258017,1.4207800849062273,-0.70421342258017,-4.92410945431718,-0.09953329644017599,-0.034858750507626435,0.475203351942293
1645468292.5068307,2.488146481153329,-0.7951409537937469,-0.08649640502119735,-0.018246236334759545,-0.017441250154383588,0.8502105428542212,0.5258373422192446,-0.37930812711450906,0.5056265090381709,9.83723801807634,-0.01110732094881333,0.006012823717333129,0.1203296370058645,-0.3549080945967733,0.5001776035750991,0.03062009602871779,0.00011154111924201545,0.0012694676183274017,0.1314608059256801,-0.9913205498303338,1549.0,1473.0,1471.03031302858,1475.0,1445.0,1512.4848434857101,2.641929685280047,-1.187569460573286,-1.2807264440621593,-1.0931825232546544,-2.545569476118544,0.6944970695055473,1.454360224706761,-0.6944970695055473,-4.919478443435358,-0.0999694362706077,-0.030040589040302816,0.4751172552484107
1645468292.6068306,2.485705368704603,-0.7900252965760399,-0.0863371552898039,-0.018194274019602615,-0.016813740242714603,0.8516141609061972,0.5235834102375513,-0.369744688032352,0.4966898309838252,9.836611257048528,-0.0029629293363058924,0.011874640486995689,0.11711491464387482,-0.34758364834445904,0.49183605272945324,0.029988463260114964,0.00010367200272694731,0.0011525761944872737,0.12536900823622224,-0.9921095063520448,1549.2900163271242,1473.2900163271242,1472.2900163271242,1475.5800326542483,1445.0,1512.0,2.658896215782837,-1.1738768656382945,-1.2211215939005156,-1.0658487193821813,-2.545569476118544,0.6705404961030581,1.4850193501445423,-0.6705404961030581,-4.832539789401241,-0.09948820624842673,-0.04525485349627329,0.47429592916858304
