ZIGZAG1
posix_time: time in seconds since the 1970 epoch.
x_mocap: x position in m from the ASTA mocap frame.
y_mocap: y position in m from the ASTA mocap frame.
z_mocap: z position in m from the ASTA mocap frame.
qx_mocap: quaternion i component from the ASTA mocap frame.
qy_mocap: quaternion j component from the ASTA mocap frame.
qz_mocap: quaternion k component from the ASTA mocap frame.
qw_mocap: quaternion scalar component from the ASTA mocap frame.
ax: x dir body-fixed acceleration in m/s/s measured by IMU.
ay: y dir body-fixed acceleration in m/s/s measured by IMU.
az: z dir body-fixed acceleration in m/s/s measured by IMU.
wx: angular velocity in rad/s around body-fixed x axis measured by IMU.
wy: angular velocity in rad/s around body-fixed y axis measured by IMU.
wz: angular velocity in rad/s around body-fixed z axis measured by IMU.
ax_c: x dir gravity compensated acceleration in m/s/s measured by IMU.
ay_c: y dir gravity compensated acceleration in m/s/s measured by IMU.
az_c: z dir gravity compensated acceleration in m/s/s measured by IMU.
qx: quaternion i component from the NED frame to body fixed frame measured by IMU.
qy: quaternion j component from the NED frame to body fixed frame measured by IMU.
qz: quaternion k component from the NED frame to body fixed frame measured by IMU.
qw: quaternion scalar component from the NED frame to body fixed frame measured by IMU.
pwm0: Motor pulse width modulation for motor0 in microseconds.
pwm1: Motor pulse width modulation for motor1 in microseconds.
pwm2: Motor pulse width modulation for motor2 in microseconds.
pwm3: Motor pulse width modulation for motor3 in microseconds.
pwm4: Motor pulse width modulation for motor4 in microseconds.
pwm5: Motor pulse width modulation for motor5 in microseconds.
N0: Motor thrust in N for motor0.
N1: Motor thrust in N for motor1.
N2: Motor thrust in N for motor2.
N3: Motor thrust in N for motor3.
N4: Motor thrust in N for motor4.
N5: Motor thrust in N for motor5.
Fx: Body fixed surge force (N).
Fy: Body fixed sway force (N).
Fz: Body fixed heart force (N).
Mx: Body fixed roll moment (Nm).
My: Body fixed pitch moment (Nm).
Mz: Body fixed yaw moment (Nm).
posix,x_mocap,y_mocap,z_mocap,qx_mocap,qy_mocap,qz_mocap,qw_mocap,ax,ay,az,wx,wy,wz,ax_c,ay_c,az_c,qx,qy,qz,qw,pwm0,pwm1,pwm2,pwm3,pwm4,pwm5,N0,N1,N2,N3,N4,N5,Fx,Fy,Fz,Mx,My,Mz
1645467596.3171973,2.863637530828979,-1.372094484808437,-0.024688781696121504,-0.01571544301590039,0.012315278042640284,0.07307844347007342,0.9971263209230502,-0.504171145236293,0.5059138047637082,9.83606995,-0.014322018280382074,0.009533660240729677,0.12840714538009346,-0.48812398741289487,0.47513464390822774,0.029482330721179263,-0.00022821143201561794,-0.001755045860318809,-0.8195218066762632,0.5730452653287031,1549.0,1473.0,1521.0102481764345,1483.9897518235655,1445.0102481764345,1498.0,2.641929685280047,-1.187569460573286,1.1218456013126015,-0.6700489667105297,-2.545053892207371,-0.007512063664762536,1.454360224706761,0.007512063664762536,-2.0932572576052992,-0.20475326418132667,-0.5244488421916524,0.4400167985898952
1645467596.4171972,2.8750753817399075,-1.3706168369938507,-0.024890925963417875,-0.01584385920189758,0.012364721487533335,0.07899092006000892,0.9966727247879313,-0.5182793750047914,0.48885942500479246,9.83606995,-0.012314966320036523,0.011188244287247663,0.1250000538422851,-0.5057887025726079,0.46776632553188535,0.02945165603730771,-0.00010168658720699863,-0.0012460462125503848,-0.8158546052722834,0.5782557393443502,1549.0,1473.0,1522.0,1483.0,1446.0,1498.0,2.641929685280047,-1.187569460573286,1.1723296278469206,-0.7166112601007626,-2.495259656174312,-0.007512063664762536,1.454360224706761,0.007512063664762536,-2.039541288428154,-0.21591359097265012,-0.5164211541860823,0.4400167985898952
1645467596.5171971,2.8761175779669625,-1.3704742405891857,-0.02490728999110266,-0.0159912711886436,0.0124351802561565,0.07941357087390227,0.9966359065871668,-0.5112408950745053,0.48182094507450646,9.83606995,-0.009000964326836013,0.01105454952796149,0.12334735421648266,-0.4994702152969469,0.46988852378520546,0.029435231465224088,0.00013309917428992854,-0.0008445704294744003,-0.8122182536298514,0.5833530470100194,1549.0,1473.0,1522.0,1483.0,1446.0,1498.0,2.641929685280047,-1.187569460573286,1.1723296278469206,-0.7166112601007626,-2.495259656174312,-0.007512063664762536,1.454360224706761,0.007512063664762536,-2.039541288428154,-0.21591359097265012,-0.5164211541860823,0.4400167985898952
1645467596.617197,2.877159774194018,-1.3703316441845208,-0.024923654018787447,-0.016138679870249372,0.012505636454626592,0.07983620527427938,0.9965988823976843,-0.5420984335669159,0.49660216678345914,9.84410810839173,-0.006022508314431665,0.01262970763569167,0.12440309369978078,-0.5294948263309823,0.49404598944042166,0.037467214609653285,0.0004432377122028937,-0.00048377892918233896,-0.8085834545223879,0.5883811405635974,1549.612472803589,1473.612472803589,1522.612472803589,1482.387527196411,1446.0,1498.0,2.677760559380359,-1.1586526678830198,1.203693712508455,-0.745421164717649,-2.495259656174312,-0.007512063664762536,1.519107891497339,0.007512063664762536,-2.036987108383506,-0.22283359973966851,-0.5168681356938957,0.44081191795205044
1645467596.717197,2.8990000061563452,-1.366631426681925,-0.025229793819742854,-0.01622925964605188,0.012061761363704947,0.09260536539951472,0.9954975496420715,-0.5424667168275813,0.44649368462065137,9.865993649517256,-0.009499321846871243,0.005848809486590037,0.1269217086975317,-0.5324993636564239,0.4501721294015635,0.05935008261097355,0.0005209777688627375,-0.00015079492667411341,-0.8047462806240603,0.5936186736153065,1549.4868869385648,1473.4868869385648,1521.9737738771296,1482.0,1446.5131130614352,1498.0,2.6704135371255067,-1.1645819767477592,1.1710903621011854,-0.7636499276923132,-2.469535041612242,-0.007512063664762536,1.5058315603777475,0.007512063664762536,-2.0620946072033703,-0.2211805221849189,-0.503470708303695,0.44064888091218746
1645467596.8171968,2.9017692181331283,-1.3661685392758456,-0.025221200428384823,-0.015747989874549926,0.012499182609426432,0.09425773120177768,0.9953447901896613,-0.5437009199283128,0.447696969569878,9.853620700358436,-0.008370283695376643,0.004962076316904319,0.12636631841559695,-0.5360926064682583,0.45490748385427465,0.04697650425416271,0.0005312703345952332,6.215354228069984e-05,-0.8009053839689214,0.5987906811385456,1549.0,1473.0,1521.51256976255,1482.0,1446.743715118725,1498.0,2.641929685280047,-1.187569460573286,1.1475192124625009,-0.7636499276923132,-2.45797394623804,-0.007512063664762536,1.454360224706761,0.007512063664762536,-2.074104661467852,-0.21846983997647018,-0.49732256542643977,0.4400167985898952
1645467596.9171968,2.9274754297652184,-1.36119053780247,-0.02520871454526852,-0.017356185170065992,0.011966137000117276,0.10834894164373712,0.9938893707281102,-0.5506704265032739,0.48202387650327516,9.833753432516371,-0.004987459230171402,0.007081995133521517,0.12321546876665772,-0.5437021920219159,0.4920066722198241,0.027111381690730275,0.0005906742564185118,0.00019075954801648325,-0.7971070837211385,0.6038376535098647,1549.0,1473.0,1522.746539453903,1482.0,1446.1267302730485,1498.0,2.641929685280047,-1.187569460573286,1.2105847474935438,-0.7636499276923132,-2.488906110196746,-0.007512063664762536,1.454360224706761,0.007512063664762536,-2.041971290395516,-0.2257223765050401,-0.5137721627496459,0.4400167985898952
1645467597.0171967,2.941805371179475,-1.3578861298968625,-0.02507043168492751,-0.017246096297604416,0.011037090634148556,0.1171198473588043,0.9929066905542927,-0.5575816191409407,0.4889350691409418,9.868309395704703,-0.006720098222775673,0.002818992310873827,0.1178890997412248,-0.5475007271558036,0.503373092750534,0.06167557596049965,0.0008560075553887426,0.00027078588857316465,-0.7933966382583221,0.6087043357217534,1549.6726569989808,1473.6726569989808,1522.3273430010192,1482.0,1446.0,1498.0,2.6812814542107506,-1.15581118024279,1.189092516806507,-0.7636499276923132,-2.495259656174312,-0.007512063664762536,1.5254702739679606,0.007512063664762536,-2.0698170670601184,-0.22325076997603086,-0.5111228929254885,0.44089004977891905
1645467597.1171966,2.9438873563768198,-1.3574156397288881,-0.0250091405202803,-0.01713402883736636,0.011391778441358235,0.11826429557146165,0.9927689604498771,-0.5852287492186735,0.4968949248046695,9.855609275585994,-0.014523256568121843,0.0023342449520642955,0.12863548912918146,-0.5825975997550958,0.5115217492711276,0.04897219467330186,0.0005642780491060491,0.0005072713440124335,-0.7894145034841888,0.6138600540472382,1548.9742365879529,1472.9742365879529,1522.0,1481.4871182939764,1446.5128817060236,1498.0,2.64059258238477,-1.1888086186671034,1.1723296278469206,-0.7877748380969746,-2.469546640476584,-0.007512063664762536,1.4517839637176666,0.007512063664762536,-2.084991850726638,-0.2240974024422145,-0.49946775028964274,0.4400055349377273
1645467597.2171965,2.9459693415741643,-1.3569451495609135,-0.024947849355633087,-0.017021936239899983,0.011746449535759828,0.11940857027929837,0.9926297738602256,-0.5561773694909575,0.4941351099272808,9.8458766,-0.011984766401492174,0.0066528095915921815,0.12894148398515914,-0.559950081412417,0.5115047548642312,0.03924320517903061,0.00039775042308730607,0.0008145534829267709,-0.7852999899933539,0.6191147745076536,1548.0,1472.0,1522.0,1481.0,1447.0,1498.4133809566526,2.583759372046188,-1.234827073119959,1.1723296278469206,-0.8106878900944139,-2.4451252579383436,0.012221624816699053,1.3489322989262291,-0.012221624816699053,-2.083483520185837,-0.2301857989061758,-0.49118422424589875,0.43974852243494195
1645467597.3171964,2.9666457366138226,-1.3524609451050336,-0.024994539371996825,-0.017600766853019065,0.011950301237120884,0.1296110141804279,0.9913366674897326,-0.5396670236548317,0.4903325000000011,9.835768676345168,-0.005026522873084337,0.0099281363654422,0.12403356004734487,-0.5441610063751637,0.514989478705244,0.029152095554204692,0.0006065709523192975,0.0011243442075119549,-0.7811790419420493,0.6243057522979305,1548.0,1472.0,1522.333019672936,1481.0,1447.666039345872,1498.666980327064,2.583759372046188,-1.234827073119959,1.1893832131730213,-0.8106878900944139,-2.411902786299377,0.024327772655038046,1.3489322989262291,-0.024327772655038046,-2.0332074632207697,-0.2342655370903867,-0.4883546691411473,0.4403538298268589
1645467597.4171963,2.970031601374139,-1.3515323467414562,-0.02501283549191608,-0.017825533465203814,0.011670521676456064,0.1306448588793646,0.9912002674176754,-0.5628743542816494,0.46977956857752695,9.822837811429588,-0.0025226427029750743,0.004762988965649412,0.10593828806939869,-0.5661642696487956,0.5000486129101417,0.016235130805834906,0.00084047720539776,0.0013050459765532616,-0.7773531664753285,0.6290625128108069,1544.6908904494237,1468.6908904494237,1522.867635617977,1481.2647287640461,1448.867635617977,1498.0,2.4037145862315974,-1.3950274444170647,1.2167603304318053,-0.798235495102493,-2.3519554015793385,-0.007512063664762536,1.008687141814533,0.007512063664762536,-1.9334305662500262,-0.23040990879511086,-0.4848340414590139,0.436479730341358
1645467597.5171962,2.995747956759383,-1.3428060931723236,-0.02530208085520111,-0.015716313020970946,0.011343711186129445,0.12638435282292718,0.9917919706687902,-0.583892941791768,0.42097846418079304,9.820962708208231,-0.0005867220589588691,-0.007202120857356159,0.060156703038721296,-0.5858038581386296,0.45040895839009576,0.014358223864603128,0.0008736127044208773,0.0012238549661406238,-0.7744964021179881,0.6325765266638941,1526.682770630574,1450.682770630574,1522.147310825223,1482.7053783495542,1448.147310825223,1498.0,1.4239138192416814,-2.266835233566897,1.179873259444568,-0.7304697660993225,-2.387825866546368,-0.007512063664762536,-0.8429214143252151,0.007512063664762536,-1.9384223732011223,-0.21837483679621394,-0.4965151379810323,0.42406053788974835
1645467597.617196,2.9992127527011747,-1.3412980604775155,-0.025352357166497957,-0.01678553307413285,0.010956015032262354,0.12434084229706081,0.9920370792217836,-0.5631326439570312,0.372537769233074,9.841723006042969,0.0111929448026487,-0.012684709375855691,-0.006763056257051217,-0.5625272404074442,0.3929349713227538,0.035095328881061635,0.0006825725561920333,0.0007851730357083582,-0.773745626296765,0.6334955590883306,1521.6498327738896,1445.6498327738896,1522.0,1483.6750836130552,1447.3249163869448,1498.0,1.1545344295385551,-2.512933503657935,1.1723296278469206,-0.6848523479112657,-2.4288912454214677,-0.007512063664762536,-1.3583990741193799,0.007512063664762536,-1.9414139654858127,-0.21226131607085796,-0.5103644919374964,0.4213832091343582
1645467597.717196,3.0060498523390837,-1.3383842803203474,-0.025245948843696964,-0.015385468963559556,0.01127889575619592,0.12061846551083022,0.9925156218584698,-0.525701560185247,0.3961235398147541,9.852532097962952,0.009491434601717686,-0.015359306381963452,-0.0634772961082667,-0.5212841954755006,0.4083489892362394,0.045891955340608664,0.0005688540987863189,0.000340625478982608,-0.774951626746077,0.632020202669904,1521.0,1445.0,1522.0,1484.0,1447.0,1498.0,1.1213228751112183,-2.545569476118544,1.1723296278469206,-0.6695668472675607,-2.4451252579383436,-0.007512063664762536,-1.4242466010073258,0.007512063664762536,-1.9423624773589836,-0.2105034834968319,-0.5158804067405981,0.42131701720818454
1645467597.817196,3.0213389142821163,-1.3321635324609102,-0.024790771804433998,-0.015160444932973416,0.011560670218486516,0.11184002587115975,0.9935433158280881,-0.5251374217482546,0.42707092174825584,9.83542775433566,0.013534303042568929,-0.013387265886634022,-0.09979256017198958,-0.516607723010377,0.4313974617055638,0.0287838675588763,0.00047764823165777825,-0.00010213164729573797,-0.7775194272246388,0.6288587295327649,1521.3465218022186,1445.3465218022186,1522.0,1484.3465218022186,1447.0,1497.6534781977814,1.1389978269945167,-2.5281360266421715,1.1723296278469206,-0.6532611938548902,-2.4451252579383436,-0.024025788380091263,-1.3891381996476546,0.024025788380091263,-1.9260568239463132,-0.20573843152919227,-0.5187338960878154,0.42051910374921453
1645467597.9171958,3.0271355424918367,-1.3291309231547697,-0.024215384801627295,-0.015971037980875576,0.012186815562567812,0.10795297719142283,0.9939529979771506,-0.5427752093528838,0.4344803312942336,9.81645665,0.016909371082750937,-0.008548187144670134,-0.12000300100788672,-0.5289329794253432,0.4347732199458254,0.009817271960592303,0.0005607679627398701,-0.00042859630112300083,-0.7808710897162248,0.6246917984813778,1522.1529034814796,1446.1529034814796,1522.1529034814796,1485.1529034814796,1447.3058069629592,1497.0,1.180159653457965,-2.4875939321421474,1.180159653457965,-0.6153143195256171,-2.429871409623106,-0.055167722297483124,-1.3074342786841824,0.055167722297483124,-1.865026075690758,-0.1968251554910524,-0.5240754301222044,0.4190332762291388
1645467598.0171957,3.02795027569656,-1.3286507272360422,-0.02427132383545283,-0.015947394685378022,0.01158149162934142,0.10723935392042216,0.9940378617664011,-0.552160854288359,0.43214554000925776,9.813468195711641,0.011592198898846502,-0.005803306933432736,-0.1306264970781088,-0.533171903202595,0.43270833224925165,0.006836788959025357,0.0007775770355428719,-0.0005780122865975478,-0.7846190686231105,0.6199774015468249,1522.860211300264,1446.860211300264,1522.860211300264,1485.860211300264,1448.7204226005279,1497.0,1.2163801389719704,-2.4521334802798007,1.2163801389719704,-0.5820206057518584,-2.3593094703166004,-0.055167722297483124,-1.2357533413078303,0.055167722297483124,-1.7249499370964885,-0.19716173424118075,-0.5238920756189246,0.4191206800990795
1645467598.1171956,3.048745077162406,-1.3198068733046615,-0.023281648383500803,-0.01467166206550693,0.012105434172523901,0.09317585590575421,0.9954679606456254,-0.5660311790918472,0.4806916768214662,9.799597870908153,0.006168779477392017,-0.013027519165343556,-0.1328180531559213,-0.5486540881172791,0.47778605714256894,-0.007036122756575825,0.0006076488790542419,-0.0006619635078562149,-0.7885263902886608,0.6150002637279832,1523.6772165653801,1447.6772165653801,1521.6455668692397,1486.0,1449.0,1497.0,1.2583583907776719,-2.4112890384038597,1.1543164083334774,-0.5754406064443174,-2.3453639695253514,-0.055167722297483124,-1.1529306476261878,0.055167722297483124,-1.7664881676361914,-0.18926770529738687,-0.5117419599975395,0.41925106824100195
1645467598.2171955,3.0507849469926125,-1.3190013105375242,-0.023135560690005257,-0.015013962486750673,0.012314632203002706,0.09159997983362479,0.9956065359662073,-0.5422190908417218,0.477049195420862,9.810126654579138,0.013454158883920616,-0.010180632434812669,-0.1381887903437303,-0.5224878737832223,0.4727197887878037,0.003497646993964685,0.000663122399992538,-0.0007880964730325426,-0.7926429877032951,0.6096851918961341,1524.5144120205427,1448.5144120205427,1522.0288240410853,1486.5144120205427,1449.0,1497.0,1.3015127914607958,-2.3695450983449513,1.1739038574955543,-0.5512159534856602,-2.3453639695253514,-0.055167722297483124,-1.0680323068841553,0.055167722297483124,-1.7226760655154574,-0.18873442686078012,-0.5194090778686679,0.41941327121278676
1645467598.3171954,3.069197024631953,-1.31165079386618,-0.02217003860597346,-0.014495158840885435,0.012301713899249538,0.07730359033660461,0.9968263204422267,-0.5345799630339086,0.45565661089827514,9.836540102135634,0.013912765860382523,-0.011460716744451285,-0.14480684084316162,-0.5103063202217362,0.4496066113476481,0.029922620040476997,0.000800613621182474,-0.0009930514031228925,-0.7969258322227768,0.60407581544271,1525.6952377734808,1449.6952377734808,1522.6523811132597,1487.0,1449.3476188867403,1497.0,1.36270465488014,-2.3109093671462038,1.2057373748488478,-0.5283486801454274,-2.328109451748648,-0.055167722297483124,-0.9482047122660635,0.055167722297483124,-1.6507207570452276,-0.1897655449222821,-0.525962175629112,0.4197072264181554
1645467598.4171953,3.0716531785897825,-1.310690904544863,-0.02212801092652471,-0.014125686571390005,0.012253648895696771,0.07529885776680144,0.9969856544036343,-0.5461159097646053,0.4581746494115145,9.838807850588486,0.012997994465728028,-0.012524642750997224,-0.15036972923303268,-0.5175125147460539,0.4498066669229346,0.03220337796207043,0.0009138998564150476,-0.001214180164080807,-0.8013448177753181,0.5982007803223128,1527.3067415919377,1451.3067415919377,1522.1533707959688,1487.1533707959688,1449.8466292040312,1497.0,1.4465712857429112,-2.2311395916702588,1.1801835841388344,-0.5211221752730623,-2.303340422449952,-0.055167722297483124,-0.7845683059273477,0.055167722297483124,-1.6442790135841796,-0.18599581093030856,-0.5184203204802517,0.4201783647876404
1645467598.5171952,3.0882076534783227,-1.3038936317508656,-0.021166605497896635,-0.013797307773322751,0.012928499653066137,0.06279753958535099,0.9978471612511383,-0.555979206427428,0.4918324217862871,9.805150078213714,0.015659455710944282,-0.009353964127454829,-0.15139562350181465,-0.5254165871218508,0.4806546426146774,-0.001445671622404608,0.0009184590391555249,-0.0013823349063944773,-0.805831185888002,0.5921430109640208,1528.7180846947188,1452.7180846947188,1522.8590423473595,1487.8590423473595,1449.1409576526405,1497.0,1.5205394493973974,-2.1616248284031787,1.216320278129745,-0.48787243648022655,-2.3383673522067236,-0.055167722297483124,-0.6410853790057811,0.055167722297483124,-1.609919510557205,-0.1863278107780872,-0.5366926589248423,0.42069050583219214
1645467598.6171951,3.0914886404901845,-1.3027596936777899,-0.02090250846309082,-0.014653972757062629,0.012311031386260796,0.06040795452199508,0.9979902698018205,-0.5421613717545398,0.4987413391227313,9.79824116087727,0.006444092059574847,-0.013191060276080416,-0.14298514780477806,-0.5132363730778808,0.4835022667858917,-0.008354100256308086,0.00073969604193651,-0.0014942686859470713,-0.8102189745660203,0.5861249297411315,1529.676668037546,1453.676668037546,1522.323331962454,1487.323331962454,1449.0,1497.0,1.5710170908914867,-2.114556505559797,1.1888871157627336,-0.5131139675177367,-2.3453639695253514,-0.055167722297483124,-0.5435394146683104,0.055167722297483124,-1.6695908212803545,-0.18607577317519455,-0.5286989956098109,0.42108257747702343
1645467598.717195,3.115057777774609,-1.2952552826873862,-0.01987333500210054,-0.014242590672105716,0.013346589607077188,0.046410803701752205,0.9987317229649636,-0.5193937465598578,0.4801671465598589,9.803500684480047,0.008867125190217356,-0.008695171982591062,-0.13200730158687013,-0.4901810641864941,0.4653795706737705,-0.003094607526586253,0.0007749638985384163,-0.0014784062072214787,-0.8142342852430329,0.5805340149214427,1530.0,1454.0,1523.02077430795,1487.0,1449.0,1497.0,1.5880768116621766,-2.0987007973599248,1.2247081204690693,-0.5283486801454274,-2.3453639695253514,-0.055167722297483124,-0.5106239856977481,0.055167722297483124,-1.6490045292017095,-0.19194718066860755,-0.5323015967235738,0.4212210389226675
1645467598.817195,3.129053820257493,-1.292321725511209,-0.019223314860917134,-0.014095119210532006,0.013364757827741873,0.039018207977286855,0.9990496936133297,-0.5201143642619201,0.47580348213096124,9.83715569278576,0.006866118761765219,-0.01164791904937149,-0.12387840239281711,-0.49088351673409314,0.46270875163516445,0.030558059898186118,0.000834681255583094,-0.0014034636928023532,-0.8179165557457712,0.5753345474016309,1529.6577112933426,1453.6577112933426,1522.9731338800277,1487.0,1449.0,1497.0,1.5700168904770977,-2.1154861154945146,1.2223682280063937,-0.5283486801454274,-2.3453639695253514,-0.055167722297483124,-0.545469225017417,0.055167722297483124,-1.651344421664385,-0.19167809303539987,-0.5318921155426055,0.42107445957186124
1645467598.9171948,3.1395231449703846,-1.2905273186057429,-0.0193052002358676,-0.013432695521872604,0.013717339700359803,0.032944162460005685,0.9992727752932982,-0.5226944721694285,0.4736612221694298,9.851760644338858,0.004986453239083809,-0.01511044356508771,-0.11731853663214098,-0.49528992451634235,0.45977038695403283,0.04515931688591282,0.0007438016516110675,-0.0013792560225137558,-0.8213623669821605,0.5704045989623421,1529.0,1453.0,1521.3063038498374,1487.3063038498374,1449.0,1496.8468480750814,1.5353145649569342,-2.1477392780579976,1.1369774056134032,-0.5139115485153556,-2.3453639695253514,-0.062454551176713,-0.6124247131010634,0.062454551176713,-1.7222981124273038,-0.1789226832688825,-0.5194752196590948,0.42042846438788156
1645467599.0171947,3.150341881413584,-1.2896069863953035,-0.01908710163621913,-0.013816523138829983,0.013776372374025247,0.02695402422827914,0.9994462445927084,-0.511269446028814,0.4609125500000012,9.823616007942373,0.009310842766434612,-0.012604129833223374,-0.11221850198710177,-0.485588236337079,0.4423617312941546,0.017018199193849247,0.0005455113150543125,-0.0015205077219530999,-0.82465930494399,0.565627457999493,1529.0,1453.0,1522.7182194439256,1488.7182194439256,1449.0,1496.1408902780372,1.5353145649569342,-2.1477392780579976,1.2091373727372319,-0.44736321328147777,-2.3453639695253514,-0.09604337917055189,-0.6124247131010634,0.09604337917055189,-1.5835898100695973,-0.17368997603730504,-0.5437491725716934,0.4187490229881896
1645467599.1171947,3.1532751227330147,-1.2891733397991543,-0.019044585644067566,-0.013457147799219436,0.013330313781336265,0.025072052054243527,0.999506178126674,-0.5173723025074928,0.4609125500000012,9.811410294985015,0.013298826482296251,-0.014719327010535774,-0.11512379685133872,-0.4861832091130483,0.4363663728957974,0.0048422158283640306,0.0006156065449246257,-0.0019278985231549178,-0.8278709227136948,0.5609150020823493,1528.3245689568455,1452.3245689568455,1522.3245689568455,1489.0,1449.0,1496.0,1.4998371231155214,-2.180957511137042,1.1889504609375543,-0.43408194704534253,-2.3453639695253514,-0.10274681007649633,-0.6811203880215206,0.10274681007649633,-1.5904954556331397,-0.1686680351546463,-0.5425406845980736,0.41815404243522003
1645467599.2171946,3.1548877472916894,-1.2888266210497343,-0.01916402161258644,-0.012458994600020732,0.012771536141108082,0.02384247280519708,0.9995565005584659,-0.5347739216497469,0.4809411788663303,9.811657157216581,0.01998693062741114,-0.015508148656060454,-0.11772175206132883,-0.4959945729122083,0.44747999219616147,0.005144480283327571,0.0006961037690556448,-0.00251728072700583,-0.8311254681479878,0.5560788028086235,1528.6164433946267,1452.6164433946267,1522.6164433946267,1490.2328867892534,1448.3835566053733,1496.0,1.5151680121771454,-2.166602895366422,1.2038970422771125,-0.3758829338131665,-2.376061387431199,-0.10274681007649633,-0.6514348831892768,0.10274681007649633,-1.548047278967253,-0.16369400548699523,-0.5607132117816503,0.41826631386368546
1645467599.3171945,3.169954260524197,-1.2872279384061787,-0.01888245526973211,-0.012190205309215971,0.011761855547337217,0.014163653135931467,0.9997561945686797,-0.5457715834159864,0.5035399665840148,9.85386563242415,0.023152182226647895,-0.020603207166924237,-0.11851933193518568,-0.5008148117448414,0.4557995548712225,0.0474410844258553,0.0005725656929797166,-0.0032952173558816545,-0.834376077758782,0.5511854266714387,1528.4868895518837,1452.4868895518837,1521.9737791037676,1492.0262208962324,1448.5131104481163,1496.0,1.508363114818895,-2.17297445585085,1.1710906292234002,-0.29113295417598717,-2.3696099135624653,-0.10274681007649633,-0.6646113410319551,0.10274681007649633,-1.489652238515052,-0.15017502032754274,-0.5686743280067287,0.4182164801231959
1645467599.4171944,3.173653389133276,-1.2870702982323712,-0.018785770012222622,-0.01154320868043546,0.011776649239642206,0.012231889451781925,0.999789200655061,-0.5308993245516511,0.507829193637914,9.896813917292867,0.020111562379130272,-0.029208357284371104,-0.11728608921535869,-0.48349547656386116,0.44065785631240445,0.09051221823059916,0.00015423997183496824,-0.00418940918816587,-0.8375647465358464,0.5463219933528473,1528.0,1452.0,1521.3460859973559,1493.6921719947118,1448.3078280052882,1495.6539140026441,1.4827889338048408,-2.19692006922196,1.138975598003639,-0.21225911544976164,-2.37988995452327,-0.11918851916362674,-0.7141311354171194,0.11918851916362674,-1.4531734719693927,-0.13453400119350642,-0.5786561264885008,0.4172071093899008
1645467599.5171943,3.1939845405168983,-1.2870085091398866,-0.01814684211807758,-0.010279698926331298,0.011745329498358657,0.001515422675356226,0.9998770316989355,-0.5014230641441535,0.5001391500000012,9.803262920720767,0.02198808107498815,-0.02359972031497309,-0.11702199837783675,-0.4496295971306353,0.41423642039184894,-0.0028701037945265736,-0.00015008086620883204,-0.005112032282743215,-0.8407045902005159,0.5414698852359718,1528.0,1452.0,1522.3073428887928,1495.3073428887928,1447.0,1494.8463285556036,1.4827889338048408,-2.19692006922196,1.188100163123651,-0.13564228665014788,-2.4451252579383436,-0.1575447416351417,-0.7141311354171194,0.1575447416351417,-1.3926673814648405,-0.12466005193783707,-0.6120770485220731,0.41528929826632505
1645467599.6171942,3.2024088398795936,-1.286573764531837,-0.018032376994827185,-0.00883238888168528,0.010708626565534502,-0.004052618570049235,0.9998954397868051,-0.5075674465760914,0.5001391500000012,9.833984832880457,0.026370335924010772,-0.015140360268028615,-0.1173360829272396,-0.4458417776681956,0.40124957991624843,0.028034093011693673,-4.775597879790127e-05,-0.005943263683131886,-0.843808757808173,0.5366110841031776,1528.0,1452.0,1523.7238767156598,1496.7238767156598,1447.0,1494.1380616421702,1.4827889338048408,-2.19692006922196,1.260786070303843,-0.06829554415093465,-2.4451252579383436,-0.1911457337639733,-0.7141311354171194,0.1911457337639733,-1.2526347317854352,-0.1193938822536041,-0.6365827622159691,0.41360924865988347
1645467599.717194,3.2218200734721174,-1.2848578227626772,-0.01675924875510818,-0.009061407775972011,0.010772726377158032,-0.015664133388201492,0.99977821249551,-0.5049307932789742,0.5201991768841044,9.875966640326155,0.021135713444394175,-0.019433205390138097,-0.11889523539482162,-0.4329102832499881,0.40856022375633794,0.07022152525942871,8.59271181545098e-05,-0.006773066460559418,-0.8469618197270875,0.5316105662153753,1528.0,1452.0,1524.0,1498.3550690032946,1447.0,1493.3224654983526,1.4827889338048408,-2.19692006922196,1.27495464929234,0.009464294685333871,-2.4451252579383436,-0.22979696464734617,-0.7141311354171194,0.22979696464734617,-1.1607063139606697,-0.10531692196652012,-0.652670235335303,0.4116766871157148
1645467599.817194,3.2327178749873045,-1.2840213457988703,-0.015956474299826173,-0.0080864581683103,0.010230606764536635,-0.02176788409231702,0.9996779997087387,-0.49675353776212733,0.5393657500000012,9.877631602097019,0.014799821100481862,-0.025292715547618028,-0.11931571583735286,-0.41994761940998726,0.4126434994809426,0.07210712136200198,-7.083543136037176e-05,-0.007556298714044382,-0.8501629478093671,0.5264654399902935,1528.0,1452.0,1522.9714230055142,1499.514288497243,1446.485711502757,1493.514288497243,1.4827889338048408,-2.19692006922196,1.2221757812336564,0.06482056117550085,-2.4709088022672963,-0.22070843511347357,-0.7141311354171194,0.22070843511347357,-1.1839124598581388,-0.09447187416183,-0.6576334003183794,0.41213111359240845
